"aid","author_last_name","author_fore_name"
1154,"LeRoy","P L"
1155,"Madeja","C"
1156,"Plank","N"
1157,"Revta","R"
1158,"Askew","E W"
1159,"Dohm","G L"
1160,"Huston","R L"
1161,"Ruff","M D"
1162,"Fuller","H L"
1163,"Arakawa","M"
1164,"Taketomi","S"
1165,"Furuno","K"
1166,"Matsuo","T"
1167,"Iwatsuka","H"
1168,"Hayatsu","H"
1169,"Chikuma","T"
1170,"Negishi","K"
1171,"Daniel","S S"
1172,"Bowe","E T"
1173,"Lallemand","R"
1174,"Yeh","M N"
1175,"James","L S"
1176,"Roversi","G D"
1177,"Canussio","V"
1178,"Spennacchio","M"
1179,"Cho","M J"
1180,"Repta","A J"
1181,"Cheng","C C"
1182,"Zee-Cheng","K Y"
1183,"Higuchi","T"
1184,"Pitman","I H"
1185,"Maulding","H V"
1186,"Turi","P"
1187,"Grossman","D"
1188,"Nazareno","J P"
1189,"Kreilgård","B"
1190,"Jodhka","G S"
1191,"Gouda","M W"
1192,"Medora","R S"
1193,"Knalil","S A"
1194,"Sanvordeker","D R"
1195,"Dahani","E Z"
1196,"Lindenbaum","S"
1197,"Schnabel","R"
1198,"Fitch","C D"
1199,"Gonzalez","Y"
1200,"Chevli","R"
1201,"Lloyd","K G"
1202,"Davidson","L"
1203,"Hornykiewicz","O"
1204,"Uretsky","N J"
1205,"Snodgrass","S R"
1206,"Lorenzo","A V"
1207,"Konturek","S J"
1208,"Obtulowicz","W"
1209,"Tasler","J"
1210,"Ulbricht","W"
1211,"Wagner","H H"
1212,"Bennett","M R"
1213,"Pettigrew","A G"
1214,"Soria","C A"
1215,"Dusanic","D G"
1216,"Wilks","J M"
1217,"Cannon","J G"
1218,"O'Donnell","J P"
1219,"Lee","T"
1220,"Hoppin","C R"
1221,"Long","J P"
1222,"Ilhan","M"
1223,"Costall","B"
1224,"Naylor","R J"
1225,"Berlin","O G"
1226,"Dwarakanath","S K"
1227,"Pandian","R S"
1228,"Peterson","M L"
1229,"Nourse","E S"
1230,"Hudson","J I"
1231,"Giacalone","J J"
1232,"Sadler","A M"
1233,"Lewis","C E"
1234,"Lawrence","D M"
1235,"Jewett","R E"
1236,"Goldhammer","A R"
1237,"Jain","M K"
1238,"Cordes","E H"
1239,"Nunes","M A"
1240,"Vieira","F L"
1241,"Brown","J N"
1242,"Briehl","R W"
1243,"Salhany","J M"
1244,"Creighton","T E"
1245,"Campbell","I D"
1246,"Lindskog","S"
1247,"White","A I"
1248,"Bode","W"
1249,"Schwager","P"
1250,"Li","S"
1251,"Golub","E"
1252,"Katz","E P"
1253,"Greenburg","A G"
1254,"Elia","C"
1255,"Levine","B"
1256,"Belsha","J"
1257,"Peskin","G W"
1258,"Carvajal","H F"
1259,"Brouhard","B H"
1260,"Linares","H A"
1261,"Kozloff","L M"
1262,"Crosby","L K"
1263,"Lute","M"
1264,"Hall","D H"
1265,"Ranki","M"
1266,"Pettersson","R F"
1267,"Obeid","M L"
1268,"Corkery","J J"
1269,"Miller","F L"
1270,"Cawley","A J"
1271,"Choquette","L P"
1272,"Broughton","E"
1273,"Davidson","M"
1274,"Tempest","B"
1275,"Palmer","D L"
1276,"Tuma","S"
1277,"Chaimovitz","C"
1278,"Szylman","P"
1279,"Gellei","B"
1280,"Better","O S"
1281,"Ito","M"
1282,"Kanaya","S"
1283,"Mashiba","H"
1284,"Kunitake","E"
1285,"Ishinishi","N"
1286,"Kodama","Y"
1287,"Uemura","T"
1288,"Sakaguchi","G"
1289,"Ito","T"
1290,"Okazawa","K"
1291,"Sakai","S"
1292,"Isomi","A"
1293,"Uchibori","C"
1294,"Takano","E"
1295,"Kurusu","M"
1296,"Shigehisa","F"
1297,"Matsuda","S"
1298,"Nakashima","K"
1299,"Kolesov","A P"
1300,"Skorik","V I"
1301,"Malikova","T M"
1302,"Safonova","E S"
1303,"Shamarina","T N"
1304,"Volyntseva","V A"
1305,"Kositskiĭ","G I"
1306,"Kupriianov","V S"
1307,"Garella","S"
1308,"Chang","B S"
1309,"Kahn","S I"
1310,"Gulyassy","P F"
1311,"Farrand","J R"
1312,"Gugler","H D"
1313,"Weidmann","P"
1314,"De Myttenaere-Bursztein","S"
1315,"Maxwell","M H"
1316,"de Lima","J"
1317,"Thurau","K"
1318,"Dobbelstein","H"
1319,"Hummerich","W"
1320,"Krause","D K"
1321,"Hutten","H"
1322,"Vaupel","P"
1323,"Benöhr","H C"
1324,"Waller","H D"
1325,"Buhmeyer","K J"
1326,"Hutson","A R"
1327,"Warner","R H"
1328,"Rosett","H L"
1329,"Keller","M"
1330,"Gomberg","E S"
1331,"Sargent","W Q"
1332,"Simpson","J R"
1333,"Beard","J D"
1334,"MacDonnell","M F"
1335,"Brown","S H"
1336,"Davy","B"
1337,"Satinder","K P"
1338,"Russell","J A"
1339,"Mehrabian","A"
1340,"Orford","J"
1341,"James","J E"
1342,"Parker","F B"
1343,"Yoder","R D"
1344,"Argeriou","M"
1345,"Pugliese","A"
1346,"Martinez","M"
1347,"Maselli","A"
1348,"Zalick","D H"
1349,"Cuppoletti","J"
1350,"Segel","I H"
1351,"Davies","J I"
1352,"Williams","P A"
1353,"Burgess","A W"
1354,"Scheraga","H A"
1355,"Ahn","B K"
1356,"Wist","A O"
1357,"Liu","C C"
1358,"Ko","W H"
1359,"Brun","A"
1360,"Peterson","W J"
1361,"Perkins","E H"
1362,"Goodman","S A"
1363,"Hori","Y"
1364,"Halsall","M K"
1365,"Makinodan","T"
1366,"Lai","N C"
1367,"Brown","E G"
1368,"Neuman","M R"
1369,"Hansson","B"
1370,"Mannheimer","C"
1371,"Knapp","S"
1372,"Mandell","A J"
1373,"Bullard","W P"
1374,"Seidler","F J"
1375,"Kimura","H"
1376,"Murad","F"
1377,"Chiou","C Y"
1378,"Marzullo","G"
1379,"Friedhoff","A J"
1380,"Raz","A"
1381,"Kloog","Y"
1382,"Perel","E"
1383,"Kenig-Wakshal","R"
1384,"Phillis","J W"
1385,"Kostopoulos","G K"
1386,"Henry","D P"
1387,"Johnson","D G"
1388,"Starman","B J"
1389,"Williams","R H"
1390,"Samanin","R"
1391,"Garattini","S"
1392,"Brown","B E"
1393,"Starratt","A N"
1394,"McDonald","J K"
1395,"Ellis","S"
1396,"Sanders","T H"
1397,"Pattee","H E"
1398,"Singleton","J A"
1399,"Weinheimer","A J"
1400,"Matson","J A"
1401,"Duke","J A"
1402,"Hurst","S J"
1403,"Shvets","V N"
1404,"Middleton","E"
1405,"Diewitz","M"
1406,"Thefeld","W"
1407,"Neumcke","B"
1408,"Cinader","B"
1409,"Moreno","J H"
1410,"Rose","A H"
1411,"Pringle","J R"
1412,"Crandall","M"
1413,"Caulton","J H"
1414,"Gill","P F"
1415,"Siegenthaler","W"
1416,"Leutenegger","H"
1417,"Siegenethaler","G"
1418,"Medici","T"
1419,"Schindl","R"
1420,"Mayer","K"
1421,"Aigner","K"
1422,"Cunningham","R M"
1423,"Brazda","J F"
1424,"Isaacman","T"
1425,"Hendrickson","R M"
1426,"Hodge","M H"
1427,"Mathews","J B"
1428,"Plachy","R J"
1429,"Holmgren","J H"
1430,"Hayes","J L"
1431,"Horty","J F"
1432,"Shute","C C"
1433,"Lassen","N A"
1434,"Skinhoj","E"
1435,"Coty","W A"
1436,"Pedersen","P L"
1437,"Abraham","A D"
1438,"Hatayama","T"
1439,"Yukioka","M"
1440,"Morisawa","S"
1441,"Gaus","C R"
1442,"Baldessarini","R J"
1443,"Gelenberg","A J"
1444,"Lipinski","J F"
1445,"Richardson","C T"
1446,"Walsh","J H"
1447,"Scrimshaw","N S"
1448,"Ryan","L D"
1449,"Gray","J A"
1450,"McNaughton","N"
1451,"James","D T"
1452,"Kelly","P H"
1453,"Alexander","R W"
1454,"Davis","J N"
1455,"Lewander","T"
1456,"Joh","T H"
1457,"Reis","D J"
1458,"Connors","T A"
1459,"Jones","M"
1460,"Cull-Candy","S G"
1461,"Alizade","M A"
1462,"Brendel","K"
1463,"Hardeland","R"
1464,"Holzapfel","G"
1465,"Ercan","Z S"
1466,"Türker","R K"
1467,"Starke","K"
1468,"Endo","T"
1469,"Taube","H D"
1470,"Kobinger","W"
1471,"Pichler","L"
1472,"Zivkovic","B"
1473,"Guidotti","A"
1474,"Costa","E"
1475,"Kolárová","M"
1476,"Hirszel","P"
1477,"Maher","J F"
1478,"Tempel","G E"
1479,"Mengel","C E"
1480,"Orvell","B D"
1481,"Wesson","L G"
1482,"Heaton","J M"
1483,"Bourke","E"
1484,"Schwille","P"
1485,"Samberger","N"
1486,"Wach","B"
1487,"Raman","A"
1488,"Chong","Y K"
1489,"Sreenevasan","G A"
1490,"Florio","V"
1491,"Bianchi","L"
1492,"Lonogo","V G"
1493,"Sznajderman","M"
1494,"Rastogi","R B"
1495,"Singhal","R L"
1496,"Hrdina","P D"
1497,"Beleslin","D B"
1498,"Samardzić","R"
1499,"Caldwell","C W"
1500,"Burningham","R A"
1501,"Donahoo","C A"
1502,"Brooks","P"
1503,"Groh","C"
1504,"Rosenmayr","F W"
1505,"Müller","W D"
1506,"Haidvogl","M"
1507,"Rosegger","H"
1508,"Fritsch","G"
1509,"Cross","G A"
1510,"Farrance","I"
1511,"Krauja","V W"
1512,"Dennis","P M"
1513,"Gross","I"
1514,"Rooney","S A"
1515,"Warshaw","J B"
1516,"Kurek","J"
1517,"Parczyńska","D"
1518,"Skvarko","S I"
1519,"Bomk","H S"
1520,"Rudova","A I"
1521,"Goebel","W F"
1522,"Syrový","I"
1523,"Ruiz","A V"
1524,"Bonfils","S"
1525,"Bernier","J J"
1526,"Mignon","M"
1527,"Hautefeuille","P"
1528,"Corbic","M"
1529,"Marteau","J"
1530,"Acar","J F"
1531,"Guibert","J"
1532,"Levy","G"
1533,"Zailah","J"
1534,"Orehek","J"
1535,"Saraga","E"
1536,"Gayrard","P"
1537,"Grimaud","C"
1538,"Charpin","J"
1539,"Barral","C"
1540,"Faivre","M"
1541,"Feline","A"
1542,"Quetin","A M"
1543,"Teresiak","T"
1544,"Patkowski","J"
1545,"Gielniewska-Kabzowa","J"
1546,"Henderson","A H"
1547,"Lipton","S"
1548,"Lader","M"
1549,"Macrae","J"
1550,"Coffman","D A"
1551,"Jenkins","M"
1552,"Graziani","G"
1553,"de Vecchi","A"
1554,"Ponticelli","C"
1555,"Oppolzer","R"
1556,"Leithner","C"
1557,"Wolf","A"
1558,"Pinggera","W"
1559,"Stummvoll","H"
1560,"Rosenberry","T L"
1561,"Thorne","S W"
1562,"Horvath","G"
1563,"Kahn","A"
1564,"Boardman","N K"
1565,"Schuster","H"
1566,"Mikolajczyk","M"
1567,"Rohrschneider","J"
1568,"Geschke","B"
1569,"Harrison","L W"
1570,"Auld","D S"
1571,"Vallee","B L"
1572,"Stroobant","P"
1573,"Kaback","H R"
1574,"Tulunay","O"
1575,"Good","R A"
1576,"Yunis","E J"
1577,"Tomasz","A"
1578,"Waks","S"
1579,"Munavalli","S"
1580,"Parker","D V"
1581,"Hamilton","F D"
1582,"Kamen","B A"
1583,"Caston","J D"
1584,"Lai","F M"
1585,"Udenfriend","S"
1586,"Spector","S"
1587,"Semple","S J"
1588,"Bauer","C"
1589,"Buck","A C"
1590,"White","M A"
1591,"Anderson","I M"
1592,"Sattler","H J"
1593,"Schmitz","H"
1594,"Schunack","W"
1595,"Pfeifer","S"
1596,"Zimmer","C"
1597,"Eckardt","R"
1598,"Carstens","E"
1599,"Fiedler","W"
1600,"Femmer","K"
1601,"Bartsch","R"
1602,"Leonhardt","U"
1603,"von Littrow","C"
1604,"Riedel","H"
1605,"Modersohn","D"
1606,"Nürnberger","H"
1607,"Merbt","E M"
1608,"Wendler","D"
1609,"Schmidt","W"
1610,"Klemm","W"
1611,"Wenzel","A"
1612,"Wolf","P"
1613,"Feller","K"
1614,"Kandt","D"
1615,"Hackenberger","F"
1616,"Camici","G"
1617,"Manao","G"
1618,"Ramponi","G"
1619,"Petec","G"
1620,"Vîlcu","R"
1621,"Uluitu","M"
1622,"Petec","M"
1623,"Stefan","M"
1624,"Boerescu","J"
1625,"Gheorghe","N"
1626,"Ruscák","M"
1627,"Orlický","J"
1628,"Franke","M"
1629,"Wünscher","W"
1630,"Glatz","W"
1631,"Copemann","C D"
1632,"McGlynn","F D"
1633,"McClaren","H A"
1634,"Welbel","L"
1635,"Nurowska","K"
1636,"Gerlach","J"
1637,"Lühdorf","K"
1638,"Mulé","S J"
1639,"Casella","G"
1640,"Clouet","D H"
1641,"Pert","A"
1642,"Nakazawa","Y"
1643,"Kotorii","M"
1644,"Oshima","M"
1645,"Horikawa","S"
1646,"Tachibana","H"
1647,"Liljequist","R"
1648,"Linnoila","M"
1649,"Mattila","M J"
1650,"Saario","I"
1651,"Seppälä","T"
1652,"Lovenberg","W"
1653,"Bruckwick","E A"
1654,"Weiss","J M"
1655,"Glazer","H I"
1656,"Pohorecky","L A"
1657,"Brick","J"
1658,"Miller","N E"
1659,"Cooper","T B"
1660,"Simpson","G M"
1661,"Glick","I D"
1662,"Hargreaves","W A"
1663,"Drues","J"
1664,"Showstack","J A"
1665,"Goldstein","M J"
1666,"Rodnick","E H"
1667,"Evans","J R"
1668,"May","P R"
1669,"Lehmann","H E"
1670,"Ban","T A"
1671,"Jarvik","L F"
1672,"Milne","J F"
1673,"Cook","L"
1674,"Sepinwall","J"
1675,"Fuxe","K"
1676,"Agnati","L"
1677,"Bolme","P"
1678,"Haefely","W"
1679,"Kulcsár","A"
1680,"Möhler","H"
1681,"Mao","C C"
1682,"Katz","M M"
1683,"Sanborn","K O"
1684,"Roth","R H"
1685,"Walters","J R"
1686,"Murrin","L C"
1687,"Morgenroth","V H"
1688,"Bunney","B S"
1689,"Aghajanian","G K"
1690,"Schonecke","O W"
1691,"Schüffel","W"
1692,"Shulman","R G"
1693,"Hopfield","J J"
1694,"Ogawa","S"
1695,"Koval","T M"
1696,"Myser","W C"
1697,"Hink","W F"
1698,"Wu","J T"
1699,"Kuntz","R R"
1700,"Prange","A J"
1701,"Wilson","I C"
1702,"Breese","G R"
1703,"Lipton","M A"
1704,"Plotnikoff","N P"
1705,"Gaillard","A W"
1706,"Sanders","A F"
1707,"Lomax","P"
1708,"Green","M D"
1709,"Baum","M J"
1710,"Schretlen","P"
1711,"Ghosh","J J"
1712,"Poddar","M K"
1713,"Nag","D"
1714,"Biswas","B"
1715,"Mulder","A H"
1716,"Smelik","P G"
1717,"Baldwin","J M"
1718,"Watanabe","S"
1719,"Limbird","L E"
1720,"Strubelt","O"
1721,"Siegers","C P"
1722,"d'Aubigné","R M"
1723,"Bhagat","B"
1724,"Sullivan","J M"
1725,"Dhalla","N S"
1726,"Janke","J"
1727,"Fleckenstein","A"
1728,"Hein","B"
1729,"Leder","O"
1730,"Sigel","H"
1731,"Lesniak","M A"
1732,"Gorden","P"
1733,"De Meyts","P"
1734,"Gavin","J R"
1735,"Soll","A H"
1736,"Freychet","P"
1737,"Goldfine","I D"
1738,"Bar","R S"
1739,"Archer","J A"
1740,"Cinti","D L"
1741,"Gascon","A L"
1742,"Bensemana","D"
1743,"Pieniaszek","H J"
1744,"BatesTR",""
1745,"Eisele","R"
1746,"Dissmann","W"
1747,"Nasseri","M"
1748,"Thimme","W"
1749,"Hausdoerfer","J"
1750,"Heller","W"
1751,"Schinkmann","L"
1752,"Lind","B"
1753,"Snyder","J"
1754,"Safar","P"
1755,"Scheipers","G"
1756,"Kawashiro","T"
1757,"Scheid","P"
1758,"Messier","A A"
1759,"Janssen","R G"
1760,"Randall","D J"
1761,"Stănescu","L"
1762,"Dejica","D"
1763,"Teculescu","D"
1764,"Racoveanu","C"
1765,"Manicatide","M"
1766,"Olinic","N"
1767,"Zăgreanu","I"
1768,"Opincaru","A"
1769,"Stănică",""
1770,"Streian","C"
1771,"Atanasescu","I"
1772,"Gavrilescu","M"
1773,"Ionescu-Tîrgovişte","C"
1774,"Mincu","I"
1775,"Hossu","T"
1776,"Vîlcu","A"
1777,"Cîmpeanu","A"
1778,"Pompilian","P"
1779,"Guţiu","I"
1780,"Carp","C"
1781,"Banciu","T"
1782,"Berinde","L"
1783,"Dancău","G"
1784,"Schneider","F"
1785,"Prodan","P"
1786,"Biroaşiu","G"
1787,"Sgăvîrdia","C"
1788,"Fodor","O"
1789,"Popescu","S"
1790,"Dumitraşcu","D"
1791,"Nicolaescu","T"
1792,"Alexiu","O"
1793,"Buligescu","L"
1794,"Spîrchez","T"
1795,"Reichrath","S"
1796,"Ocică","I"
1797,"Tudose","I"
1798,"Schwartz","M"
1799,"Gheorghescu","B"
1800,"Boloşiu","H D"
1801,"Duţu","A"
1802,"Gligore","V"
1803,"Manu","P"
1804,"Karassi","A"
1805,"Chirculescu","N"
1806,"Rotaru","M"
1807,"Buşilă","V T"
1808,"Dragomirescu","N"
1809,"Suţeanu","S"
1810,"Rîndaşu","G"
1811,"Dănilă","E"
1812,"Ionescu-Pirvu","V"
1813,"Moangă","M"
1814,"Alexandru","G"
1815,"Runcan","V"
1816,"Oproiu","A"
1817,"State","I"
1818,"Vlădăreanu","S"
1819,"Cristodorescu","R"
1820,"Fica","V"
1821,"Mătrescu","F"
1822,"Manole","G"
1823,"Demetrescu","O"
1824,"Vereanu","L"
1825,"Jocu","I"
1826,"Gheorghiu","I"
1827,"Barbarino","F"
1828,"Friberger","P"
1829,"Sirbu","A"
1830,"Hotico","T"
1831,"Secăreanu","A"
1832,"Granström","G"
1833,"Linde","A"
1834,"Olsen","I"
1835,"Birkeland","J M"
1836,"Hammar","H"
1837,"Wettermark","G"
1838,"Wladimiroff","W"
1839,"Andersson","S"
1840,"Nylander","B"
1841,"Alvegård","T A"
1842,"Herzig","G P"
1843,"Graw","R G"
1844,"Jentsch","F"
1845,"Valerius","T"
1846,"Sabath","L D"
1847,"Eremina","S S"
1848,"Solomonova","L N"
1849,"Tomilets","V A"
1850,"Ado","V A"
1851,"Topolianskiĭ","V D"
1852,"Kolosov","M M"
1853,"Podkolzin","A A"
1854,"Isaacs","H"
1855,"Heffron","J J"
1856,"Badenhorst","M"
1857,"Sprenger","K J"
1858,"Chouler","C A"
1859,"Valkonen","I"
1860,"Juselius","G"
1861,"Niles","A M"
1862,"Lutze","R S"
1863,"Gleysteen","J J"
1864,"Burdeshaw","J A"
1865,"Hallenbeck","G A"
1866,"Neviackas","J A"
1867,"Kerstein","M D"
1868,"Lumholtz","I B"
1869,"Collen","D"
1870,"de Maeyer","L"
1871,"Nilsson","I M"
1872,"Bergentz","S E"
1873,"Hedner","U"
1874,"Kullenberg","K"
1875,"Gerrard","J M"
1876,"White","J G"
1877,"Krivit","W"
1878,"Coller","B S"
1879,"Gralnick","H R"
1880,"Hampton","J W"
1881,"Weidenbach","A"
1882,"Skye","G E"
1883,"Rubenstein","C"
1884,"Taylor","F B"
1885,"Saba","H I"
1886,"Herion","J C"
1887,"Walker","R I"
1888,"Roberts","H R"
1889,"Monvall","E"
1890,"Gabriel","D A"
1891,"Schaefer","D J"
1892,"Aronson","D L"
1893,"Koehler","K A"
1894,"Yagil","R"
1895,"Etzion","Z"
1896,"Berlyne","G M"
1897,"Schulze-Bergmann","G"
1898,"Fernandez","C"
1899,"de Stoppelaar","J D"
1900,"Holschneider","A M"
1901,"Arbeiter","K"
1902,"Clay","K L"
1903,"Murphy","R C"
1904,"Watkins","W D"
1905,"Martins","A N"
1906,"Doyle","T F"
1907,"Newby","N"
1908,"Kobrine","A I"
1909,"Ramirez","A"
1910,"Berson","F G"
1911,"Sugi","T"
1912,"Fujishima","M"
1913,"Omae","T"
1914,"Storb","R"
1915,"Weiden","P L"
1916,"Schroeder","M L"
1917,"Graham","T C"
1918,"Kunicki","T J"
1919,"Tuccelli","M"
1920,"Becker","G A"
1921,"Aster","R H"
1922,"Vriesendorp","H M"
1923,"Zurcher","C"
1924,"Rapaport","F T"
1925,"Bachvaroff","R J"
1926,"Watanabe","K"
1927,"Cannon","F D"
1928,"Ayvazian","J H"
1929,"Blumenstock","D"
1930,"Ferrebee","J W"
1931,"Tennyson","V M"
1932,"Mytilineou","C"
1933,"Heikkila","R"
1934,"Barrett","R E"
1935,"Cohen","G"
1936,"Côté","L"
1937,"Duffy","P E"
1938,"Marco","L"
1939,"Kihara","H"
1940,"Martynenko","F P"
1941,"Sakhno","T O"
1942,"Pakyrbaéva","L V"
1943,"Shushevich","S I"
1944,"Khalmuradov","A H"
1945,"Chahovets'","R V"
1946,"Kravtsov","O V"
1947,"Kirsenko","O V"
1948,"Hordiénko","E A"
1949,"Sydorova","O M"
1950,"Efremova","H H"
1951,"Fomenko","H I"
1952,"Shuhevych","S I"
1953,"Shavlovsky","G M"
1954,"Lohvynenko","E M"
1955,"Struhovshchykova","L M"
1956,"Kashchenko","V E"
1957,"Kusen'","S J"
1958,"Oleshko","P S"
1959,"Kampmann","J P"
1960,"Konoplytska","O L"
1961,"Sytnyanska","N P"
1962,"Hidai","H"
1963,"Kirillov","A L"
1964,"Knirik","G S"
1965,"Bazarevich","G Ia"
1966,"D'iachenko","P K"
1967,"Serdiuk","I A"
1968,"Blahovec","J"
1969,"Ondrus","I"
1970,"Thomas","R J"
1971,"Waller","P J"
1972,"Tsvetkova","A"
1973,"Iankov","N"
1974,"Dorevska","K"
1975,"Tiraby","J G"
1976,"Tiraby","E"
1977,"Fox","M S"
1978,"Gavalec","M"
1979,"Maszkiewicz","W"
1980,"Banaś","A"
1981,"Hussein","A M"
1982,"Ragab","A M"
1983,"Shtok","V N"
1984,"Kleber","H P"
1985,"Tauchert","H"
1986,"Roy","M"
1987,"Schöpp","W"
1988,"Aurich","H"
1989,"Nasemann","T"
1990,"Werner","U"
1991,"Gerschner","H"
1992,"Dietzsch","H J"
1993,"Gottlöber","B"
1994,"Varró","V"
1995,"Burchardt","U"
1996,"Peters","J E"
1997,"Gründig","C A"
1998,"Cotton","D W"
1999,"Benić","V"
2000,"Fiser-Herman","M"
2001,"El-Aaser","A A"
2002,"El-Merzabani","M M"
2003,"Naupert","C"
2004,"Rommel","K"
2005,"LaBar","J"
2006,"Sander","J"
2007,"Wand","T"
2008,"Saborowski","F"
2009,"Pöge","A W"
2010,"Rangneker","P V"
2011,"Momin","M A"
2012,"Malatinský","E"
2013,"Asratian","E A"
2014,"Mühlemann","H R"
2015,"Helmy","Z A"
2016,"Abd-el-Malek","Y"
2017,"Mahmoud","A A"
2018,"Iswaran","V"
2019,"Lun","A"
2020,"Linde","I"
2021,"Raderecht","H J"
2022,"Pozsonyi","L"
2023,"Csornai","A"
2024,"Stenzel","W"
2025,"Mirzoian","S A"
2026,"Gabrielian","E S"
2027,"Amroian","E A"
2028,"Zakharova","M S"
2029,"Gureeva","A A"
2030,"Pereverzev","N A"
2031,"Zubareva","M F"
2032,"Baranova","T S"
2033,"Vasina","I G"
2034,"Frolov","E P"
2035,"Serebriakov","N G"
2036,"Schell","H D"
2037,"Mateescu","M A"
2038,"Kamel","M Y"
2039,"Hamed","R R"
2040,"Letko","G"
2041,"Bohnensack","R"
2042,"Weiss","E"
2043,"Czerlinski","G H"
2044,"Wagner","M"
2045,"Erickson","J O"
2046,"Theorell","H"
2047,"Faltus","F"
2048,"Marecek","P"
2049,"Soucek","K"
2050,"Cernelc","D"
2051,"Gerbec","M"
2052,"Cernelc","P"
2053,"Dalen","A B"
2054,"Branefors-Helander","P"
2055,"Dahlberg","T"
2056,"Nylén","O"
2057,"Brock","A"
2058,"Christensen","H"
2059,"Felby","S"
2060,"Hartvig","P"
2061,"Handl","W"
2062,"Yount","R G"
2063,"Jencks","W P"
2064,"Atkinson","D E"
2065,"Carriere","J"
2066,"Hildemann","W H"
2067,"Linthicum","D S"
2068,"Vann","D C"
2069,"Tanaka","K"
2070,"Karp","R D"
2071,"Elie","R"
2072,"Lapp","W S"
2073,"Mercer","E H"
2074,"Singh","A P"
2075,"Cheney","D P"
2076,"Goble","F C"
2077,"Estler","C J"
2078,"Morton","G"
2079,"Wit","A L"
2080,"Hoffman","B F"
2081,"Rosen","M R"
2082,"Gutierrev","E"
2083,"Monath","T P"
2084,"Alava","A"
2085,"Uriguen","D"
2086,"Arzube","M"
2087,"Chamberlain","R W"
2088,"Geber","W F"
2089,"Schramm","L C"
2090,"Wick","B"
2091,"Meguire","G"
2092,"O'Neal","M R"
2093,"Green","R"
2094,"Giebisch","G"
2095,"Poole-Wilson","P A"
2096,"Cameron","I R"
2097,"Davis","L D"
2098,"Altamirano","M"
2099,"Requena",""
2100,"Pérez","T C"
2101,"Davis","J M"
2102,"Raft","D"
2103,"Davidson","J"
2104,"Toomey","T C"
2105,"Spencer","R F"
2106,"Lewis","B F"
2107,"Ulett","G A"
2108,"Ziegler","V E"
2109,"Clayton","P J"
2110,"Biggs","J T"
2111,"Galambos","M"
2112,"Pickett","G"
2113,"Morris","C D"
2114,"Caines","A R"
2115,"Woodall","J P"
2116,"Bast","T F"
2117,"Hempel","V"
2118,"Haschemian","A"
2119,"Braun","U"
2120,"Matuo","Y"
2121,"Sano","R"
2122,"Tosa","T"
2123,"Chibata","I"
2124,"Ellis","K J"
2125,"Morrison","J F"
2126,"Hisata","T"
2127,"Cannella","C"
2128,"Pensa","B"
2129,"Pecci","L"
2130,"Varricchio","F"
2131,"Ernst","H J"
2132,"Lamb","C J"
2133,"Rubery","P H"
2134,"Chien","P T"
2135,"Michael","L W"
2136,"Kkolos","E"
2137,"Walker","J"
2138,"Atuma","S S"
2139,"Lundström","K"
2140,"Lindquist","J"
2141,"Carlsson","C"
2142,"Hägerdal","M"
2143,"Siesjö","B K"
2144,"Delaney","A"
2145,"Gal","T J"
2146,"Kemmotsu","O"
2147,"Berrios","P E"
2148,"McKercher","D G"
2149,"Jenkins","W L"
2150,"Davis","L E"
2151,"Boulos","B M"
2152,"Hiser","W"
2153,"Penman","R W"
2154,"Reeves","J T"
2155,"Begin","R"
2156,"Racine","T"
2157,"Roy","J C"
2158,"Cline","M J"
2159,"Gale","R P"
2160,"Stiehm","E R"
2161,"Opelz","G"
2162,"Young","L S"
2163,"Feig","S A"
2164,"Fahey","J L"
2165,"Phillips","P E"
2166,"Herishanu","Y"
2167,"Rosenberg","P"
2168,"Boyd","A E"
2169,"Beller","G A"
2170,"Weis","W"
2171,"Bielski","B H"
2172,"Richter","H W"
2173,"Chan","P C"
2174,"Stankova","L"
2175,"Rigas","D A"
2176,"Bigley","R H"
2177,"Mann","G V"
2178,"Newton","P"
2179,"Tolbert","B M"
2180,"Downing","M"
2181,"Carlson","R W"
2182,"Knight","M K"
2183,"Baker","E M"
2184,"Barness","L A"
2185,"Tsuiki","S"
2186,"Miyagi","T"
2187,"Higashino","K"
2188,"Kudo","S"
2189,"Otani","R"
2190,"Yamamura","Y"
2191,"Ward","J P"
2192,"Humber","J Y"
2193,"Denny","C B"
2194,"Bohrer","C W"
2195,"Smith","J L"
2196,"Huhtanen","C N"
2197,"Kissinger","J C"
2198,"Palumbo","S A"
2199,"Bayne","H G"
2200,"Michener","H D"
2201,"Simonson","L G"
2202,"Liberta","A E"
2203,"Richardson","A"
2204,"Myers","P S"
2205,"Millar","W N"
2206,"Hildebraunt","A G"
2207,"Roots","I"
2208,"Junge","O"
2209,"Brand","K"
2210,"Lee","A"
2211,"Chance","K"
2212,"Weeks","C"
2213,"Weeks","G"
2214,"Lee","G D"
2215,"van Etten","R L"
2216,"Neef","V G"
2217,"Huennekens","F M"
2218,"Grissom","F E"
2219,"Kahn","J S"
2220,"Brewer","J M"
2221,"Auer","H E"
2222,"Patton","E"
2223,"Young","P A"
2224,"Kaiser","I I"
2225,"Tsuruo","T"
2226,"Kakuda","Y"
2227,"Mueller","D D"
2228,"Di Prisco","G"
2229,"Hayes","M L"
2230,"Bretthauer","R K"
2231,"Castellino","F J"
2232,"Rose","I A"
2233,"Warms","J V"
